GrouP28,,,,,
P1,P2,P3,P4,P5,PC
,,,,41.14,
,,,,41.12,
,,,,41.02,
,,,,41.01,
,,,,40.97,
,,,,41.04,
,,,,41.05,
,,,,41.1,
,,,,41.08,
,,,,41.22,
,,,,41.28,
,,,,41.38,
,,,,41.36,
,,,,41.41,
,,,,41.34,
,,,,41.24,
,,,,41.07,
,,,,40.98,
,,,,40.8,
,,,,40.67,
,,,,40.56,
,,,,40.55,
,,,,40.51,
,,,,40.45,
,,,,40.4,
,,,,40.37,
,,,,40.31,
,,,,40.31,
,,,,40.31,
,,,,40.28,
,,,,40.34,
,,,,40.34,
,,,,40.36,
,,,,40.35,
,,,,40.27,
,,,,40.3,
,,,,40.24,
,,,,40.25,
,,,,40.23,
,,,,40.2,
,,,,40.16,
,,,,40.16,
,,,,40.05,
,,,,40.03,
,,,,39.92,
,,,,39.8,
,,,,39.8,
,,,,39.67,
,,,,39.68,
,,,,39.64,
,,,,39.6,
,,,,39.51,
,,,,39.39,
,,,,39.31,
,,,,39.25,
,,,,39.16,
,,,,39.07,
,,,,39.07,
,,,,39,
,,,,38.99,
,,,,38.98,
,,,,38.94,
,,,,38.85,
,,,,38.77,
,,,,38.65,
,,,,38.59,
,,,,38.48,
,,,,38.39,
,,,,38.19,
,,,,38,
,,,,37.87,
,,,,37.71,
,,,,37.49,
,,,,37.27,
,,,,37.12,
,,,,36.96,
,,,,36.81,
,,,,36.69,
,,,,36.52,
,,,,36.4,
,,,,36.27,
,,,,36.19,
,,,,36.1,
,,,,36.02,
,,,,36.04,
,,,,35.97,
,,,,35.96,
,,,,35.81,
,,,,35.83,
,,,,35.78,
,,,,35.83,
,,,,35.74,
,,,,35.75,
,,,,35.75,
,,,,35.75,
,,,,35.69,
,,,,35.69,
,,,,35.7,
,,,,35.66,
,,,,35.66,
,,,,35.7,
,,,,35.65,
,,,,35.72,
,,,,35.66,
,,,,35.69,
,,,,35.77,
,,,,35.83,
,,,,35.84,
,,,,35.91,
,,,,36.01,
,,,,36.09,
,,,,36.17,
,,,,36.28,
,,,,36.33,
,,,,36.44,
,,,,36.61,
,,,,36.7,
,,,,36.81,
,,,,36.99,
,,,,37.13,
,,,,37.3,
,,,,37.45,
,,,,37.62,
,,,,37.77,
,,,,37.95,
,,,,38.13,
,,,,38.33,
,,,,38.49,
,,,,38.64,
,,,,38.74,
,,,,38.88,
,,,,38.98,
,,,,38.98,
,,,,39.02,
,,,,39.09,
,,,,39.4,
,,,,39.48,
,,,,39.64,
,,,,39.76,
,,,,39.85,
,,,,39.84,
,,,,39.87,
,,,,39.77,
,,,,39.68,
,,,,39.69,
,,,,39.74,
,,,,39.93,
,,,,40.17,
,,,,40.5,
,,,,40.79,
,,,,41.07,
,,,,41.4,
,,,,41.64,
,,,,41.88,
,,,,42.04,
,,,,42.18,
,,,,42.45,
,,,90.32,42.92,
,,,91.06,43.06,
,,,91.91,43.63,
,,,92.4,43.77,
,,,93.14,43.94,
,,,93.75,44.03,
,,,94.36,44.4,
,,,94.93,44.84,
,,,92.52,45.35,
,,,,45.82,
,,,,46.21,
,,,,46.6,
,,,,46.88,
,,,,47.02,
,,,,47.13,
,,,91.51,47.21,
,,,90.74,47.26,
,,,90.5,47.45,
,,,90.18,47.78,
,,,,48.13,
,,,,48.44,
,,,,48.77,
,,,,48.98,
,,,,49.26,
,,,,49.49,
,,,,49.77,
,,,,49.9,
,,,,50.07,
,,,,50.82,
,,,,50.83,
,,,,51.11,
,,,,51.33,
,,,,50.24,
,,,,52.46,
,,,,63.6,
,,,,65.74,
,,,,66.29,
,,,,66.66,
,,,,66.41,
,,,,65.21,
,,,,65.12,
,,,,65.16,
,,,,65.38,
,,,,65.58,
,,,,65.69,
,,,,65.84,
,,,,66.09,
,106.44,,,66.56,
,107.26,,,66.63,
,107.28,,91.77,66.77,
,107.44,,91.46,66.99,
,108.43,,91.57,66.98,
,109.47,,91.64,67.07,
,109.95,,91.57,67.24,
,110.19,,92.03,67.56,
,110.27,,92.56,67.79,
,110.21,,93.1,68.04,
,109.97,,93.56,68.25,
,109.78,,94.07,68.26,
,109.41,,94.5,68.56,
,109.07,,94.9,68.85,
,108.66,,95.34,68.85,
,108.51,,95.81,68.57,
,108.36,,96.28,68.67,
,108.47,,96.71,68.82,
,108.41,,97.18,68.96,
,108.72,,97.61,69.17,
,109.5,,98.05,69.38,
,109.68,105.5,97.89,69.38,
,109.57,105.91,98.74,69.27,
,109.52,106.01,99.12,68.91,
,109.07,106.05,99.53,68.9,
,108.71,106.12,99.97,68.86,
,108.44,106.12,100.38,68.89,
,108.54,106.23,100.76,68.63,
,108.48,106.57,101.19,68.45,
,108.42,106.79,101.62,68.58,
,108.36,107.01,101.84,68.66,
,108.74,107.35,102.12,68.61,
,109.05,107.84,95.46,68.76,
,108.89,108.07,97.34,68.65,
,108.43,107.24,99.55,68.77,
,108.35,106.4,98.03,68.68,
,108.54,105.93,99.43,68.61,
,108.57,105.69,98.84,68.34,
,108.55,105.63,98.88,68.34,
,108.57,105.64,99.16,68.4,
,108.68,105.64,98.93,68.14,
,108.53,105.76,99.08,68.45,
,108.38,105.68,99,68.32,
,108.6,105.59,99.06,68.15,
,108.67,105.67,98.99,68.24,
,108.6,105.65,99.03,68.2,
,108.47,105.65,99.01,68.23,
,108.8,105.67,99.08,68.3,
,108.97,105.9,98.96,68.23,
,109.03,106.11,98.98,68.42,
,108.71,106.03,98.91,68.45,
,108.65,105.85,99.03,68.54,
,108.88,105.88,98.94,68.71,
,108.93,106,98.99,68.62,
,108.8,105.96,98.97,68.74,
,108.61,105.82,98.99,68.74,
,108.67,105.67,99,68.78,
,108.86,105.8,99.03,68.79,
,108.75,105.83,99.03,68.76,
,108.46,105.68,99,68.7,
,108.37,105.57,99.03,68.72,
,108.58,105.53,98.99,68.62,
,108.62,105.54,99,68.73,
,108.44,105.44,98.99,68.49,
,108.32,105.43,99.04,68.64,
,108.57,105.44,99.02,68.61,
,108.77,105.64,98.97,68.61,
,108.7,105.69,98.99,68.5,
,108.43,105.62,98.99,68.4,
,108.36,105.48,99.01,68.43,
,108.62,105.57,98.98,68.33,
,108.76,105.66,99,68.34,
,108.58,105.63,99,68.15,
,108.33,105.51,99.03,68.29,
,108.35,105.35,98.96,68.38,
,108.83,105.56,98.99,68.26,
,109.1,105.96,99.03,68.35,
,109.01,106.06,99.02,68.14,
,108.61,105.91,99,68.05,
,108.04,105.64,98.99,67.84,
,107.71,105.25,99.01,67.85,
,107.96,105.1,99.01,67.86,
,108.18,105.02,98.99,67.72,
,108.17,105.12,99,67.58,
,107.95,105.03,98.99,67.68,
,107.76,,99.02,67.5,
,108.06,,98.97,67.78,
,108.57,105.1,99.03,67.86,
,108.72,105.47,99.04,67.66,
,108.63,105.53,99.02,67.46,
,108.4,105.49,98.97,67.48,
,108.03,105.28,98.98,67.42,
,107.99,105.07,99.01,67.26,
,108.12,105.01,99.02,67.28,
,107.92,,98.98,67.47,
,107.98,,98.98,67.38,
,108.09,,99.04,67.37,
,108.24,,99.04,67.16,
,108.27,105.09,99,66.96,
,108.07,105.06,99.01,67.04,
,108.03,105.01,98.98,67.46,
,108.41,105.11,99.01,67.52,
,108.81,105.36,98.96,67.36,
,108.86,105.57,99.01,67.33,
,108.82,105.62,98.99,67.41,
,108.76,105.68,99,67.39,
,108.92,105.69,99,67.24,
,109.02,105.8,98.98,67.22,
230.1506281,109.1,105.95,99,67.36,79
229.9899107,108.97,105.94,99.04,66.97,79
229.9628202,108.93,105.9,98.98,67.02,79
229.390958,108.78,105.82,98.99,66.97,79
229.4556946,108.71,105.74,98.98,66.79,79
229.8598107,108.66,105.62,98.97,66.48,79
229.8621249,108.67,105.63,98.99,66.46,79
229.8649253,108.6,105.55,99,66.28,79
228.9932708,108.44,105.53,98.99,66.39,79
229.1266113,108.48,105.47,99.02,66.42,79
229.4063617,108.49,105.4,98.97,66.43,79
229.9841964,108.57,105.41,98.96,66.31,79
230.0073239,108.63,105.43,98.98,66.43,79
230.2611967,108.64,105.46,99.01,66.2,79
231.0407427,108.77,105.58,98.98,66.05,79
231.7822235,109,105.74,99.01,66.09,79
231.6416457,109.04,105.92,98.97,66.24,79
231.5241997,109.01,105.95,99.02,66.09,79
231.1749642,108.9,105.84,98.99,66.13,79
231.896223,109.09,105.96,99.01,66.11,79
232.3866085,109.22,106.12,98.99,66.1,79
231.9613464,109.15,106.15,99.03,66.05,79
231.4663405,109.04,106.11,98.97,66.19,79
231.2098251,108.92,105.98,98.96,66.11,79
230.1504896,108.78,105.92,99.03,66.28,79
230.8615826,108.93,105.86,99.02,66.36,79
231.4397931,109.05,105.95,99,66.32,79
230.9869625,108.96,106.01,99.01,66.26,79
230.828986,108.91,105.96,99,66.27,79
230.1983163,108.79,105.89,99,66.37,79
229.9622896,108.69,105.83,98.98,66.3,79
229.7163977,108.64,105.7,98.98,66.42,79
230.7813596,108.81,105.7,98.98,66.25,79
231.4167328,108.9,105.76,98.96,66.1,79
231.4055356,109.05,105.91,98.99,66.4,79
230.8794946,108.93,105.88,99.02,66.33,79
230.3883684,108.91,105.91,99.04,66.53,79
230.7330857,108.98,105.99,98.97,66.6,79
230.9794394,109.03,105.93,98.96,66.67,79
230.6267062,108.97,105.93,99,66.63,79
229.668163,108.71,105.84,99.04,66.43,79
228.9615269,108.52,105.7,99,66.5,79
229.1760598,108.47,105.57,98.97,66.37,79
229.4637197,108.56,105.58,98.96,66.48,79
230.0007993,108.69,105.54,99,66.49,79
230.5185379,108.87,105.78,99.01,66.49,79
231.4075049,109.08,105.87,99.01,66.49,79
231.2245867,109.12,106.1,99.01,66.54,79
231.8817875,109.25,106.21,99,66.44,79
231.2825091,109.11,106.21,99.01,66.37,79
231.1570712,109.03,106.15,98.99,66.29,79
231.0120014,109,106.08,99.02,66.29,79
230.3070059,108.84,105.97,98.98,66.43,79
230.1790222,108.8,105.89,98.96,66.5,79
229.8349123,108.72,105.9,99,66.38,79
230.0253372,108.73,105.79,99.01,66.36,79
229.996147,108.73,105.69,99,66.49,79
230.5122771,108.76,105.71,98.99,66.24,79
230.8210211,108.85,105.75,98.97,66.33,79
231.0525718,108.96,105.84,98.98,66.43,79
231.5327243,109.14,105.99,98.95,66.62,79
232.0633037,109.25,106.16,99.01,66.34,79
231.5630854,109.13,106.17,99.01,66.28,79
231.4069368,109.17,106.22,99.03,66.43,79
231.7646442,109.15,106.23,98.96,66.26,79
231.1400953,109.02,106.15,98.98,66.29,79
230.4674892,108.85,106.03,98.98,66.3,79
229.2994704,108.47,105.76,98.94,66.18,79
227.9406336,108.14,105.46,98.99,66.19,79
228.0376611,108.11,105.24,99.01,66.18,79
230.0044105,108.57,105.31,99.01,66.28,79
231.5017927,108.89,105.63,99.01,66.02,79
231.0375034,108.86,105.74,99.01,66.14,79
230.2015638,108.64,105.71,98.99,66.06,79
229.3137041,108.5,105.59,99.03,66.23,79
230.6211471,108.75,105.66,98.97,66.22,79
231.4006326,109.01,105.72,99.01,66.4,79
231.0358697,108.95,105.91,99.04,66.22,79
230.1610081,108.76,105.86,99.04,66.24,79
229.7367762,108.68,105.78,99.03,66.36,79
230.3122536,108.78,105.78,98.98,66.4,79
231.1274149,108.98,105.82,99,66.42,79
231.4167438,108.99,105.95,99,66.14,79
230.3072727,108.72,105.84,99.02,66.07,79
229.1773356,108.55,105.71,99.02,66.4,79
228.353574,108.39,105.55,99.03,66.56,79
229.9134996,108.62,105.53,99,66.33,79
230.126951,108.67,105.53,98.98,66.39,79
228.4431971,108.33,105.49,99,66.42,79
227.466394,108.04,105.28,98.96,66.41,79
226.919945,108.07,105.14,99,66.92,79
227.9286763,108.29,105.2,98.98,66.94,79
228.2631729,108.32,105.24,98.93,66.88,79
228.0782962,108.34,105.27,98.97,66.96,79
226.9054357,108.1,105.2,99.04,66.89,79
226.2842431,107.98,105.15,99,67.05,79
,107.8,,98.98,67.38,79
,107.72,,98.98,67.45,79
,107.57,,98.99,67.51,79
,107.51,,99,67.49,79
,107.48,,98.97,67.88,79
,107.55,,98.99,68.12,79
,107.63,,98.99,68.18,79
,107.64,,98.99,68.38,79
,107.7,,98.99,68.27,79
,107.71,,98.97,68.43,79
,107.69,,98.97,67.93,79
,107.75,,98.98,67.78,79
,107.49,,99.02,67.72,79
,107.24,,99.03,67.75,79
,107.27,,98.96,67.86,79
,107.66,,98.99,68.24,79
,107.93,,99.01,68.25,79
226.0123491,108.36,105,98.98,68.65,79
227.8445969,109.06,105.46,98.95,69.34,79
230.5471394,110.09,106.61,99.01,69.71,79
230.2582784,110.44,107.41,99.06,70.23,79
232.8527908,111.18,107.79,99.06,70.54,79
233.4423857,111.31,107.96,98.98,70.58,79
233.8794163,111.27,107.91,98.95,70.26,79
234.1776111,111.22,107.82,98.99,69.89,79
232.670748,110.91,107.76,99.06,69.81,79
230.2803058,110.45,107.5,99.13,70.02,79
229.0494024,110.17,107.24,99.09,70.26,79
230.0837283,110.53,107.21,98.97,71.01,79
231.3918614,111.07,107.44,99.03,71.55,79
233.4897623,111.7,107.77,98.97,72.01,79
234.43949,112.01,108.12,99,72,79
235.2443251,112.28,108.38,98.92,72.27,79
235.3390532,112.69,108.72,99.2,72.65,79
236.4357406,112.95,109.07,98.92,73.03,79
236.5262194,113.14,109.29,98.94,73.35,79
239.8052658,113.13,109.42,97.73,73.52,79
241.2837805,113.24,109.46,97.33,73.68,79
234.6478698,111.73,108.92,98.46,71.37,79
226.0377876,107.98,107.02,97.61,68.48,79
217.3312009,105.38,105.27,97.91,66.85,79
,,,97.84,65.68,79
,,,98,64.91,79
,,,98,64.35,79
,,,97.89,64.04,79
,,,97.91,63.77,79
,,,97.93,63.75,79
,,,98.01,63.54,79
,,,97.87,63.35,79
,,,98.1,63.26,79
,,,97.81,63.13,79
,,,98.11,63,79
,,,97.71,62.97,79
,,,98.02,62.91,79
,,,97.98,62.94,79
,,,98.11,62.95,79
,,,97.86,63.14,79
,,,98.11,63.35,79
,,,97.77,63.29,79
,,,97.96,63.24,79
,,,97.86,63.06,79
,,,97.91,62.85,79
,,,97.87,62.64,79
,,,97.8,62.71,79
,,,97.74,62.83,79
,,,97.7,63.01,79
,,,97.66,63.01,79
,,,97.59,62.76,79
,,,97.53,62.61,79
,,,97.39,62.77,79
,,,97.25,63.39,79
,,,97.12,63.71,79
,,,97.35,63.73,79
,,,97.1,63.6,79
,,,96.93,63.59,79
,,,97.07,63.8,79
,,,97.07,63.98,79
,,,96.86,64.04,79
,,,96.78,64.16,79
,,,96.81,64.15,79
,,,97.08,64.06,79
,,,97.27,63.85,79
,,,97.29,63.8,79
,,,97.37,64.13,79
,,,97.23,64.56,79
,,,97.32,64.87,79
,,,97.59,65.11,79
,,,97.56,65.32,79
,,,97.34,65.58,79
,,,97.42,65.87,79
,,,97.5,66.16,79
,,,97.56,66.25,79
,,,97.88,66.45,79
,,,98.07,66.37,79
,,,97.5,66.37,79
,,,98.14,66.63,79
,,,97.85,66.16,79
,,,97.96,65.46,79
,,,97.98,65.36,79
,,,97.89,65.44,79
,,,97.98,65.75,79
,,,97.92,66.02,79
,,,98.15,66.02,79
,,,97.75,66.06,79
,,,98.07,65.96,79
,,,98.14,66.09,79
,,,97.78,66.01,79
,,,98.08,65.67,79
,,,97.71,65.36,79
,,,98.25,64.98,79
,,,97.74,64.61,79
,,,98.21,64.22,79
,,,97.89,63.92,79
,,,97.76,63.55,79
,,,98.08,63.35,79
,,,97.55,62.94,79
,,,98.1,62.52,79
,,,97.7,62.28,79
,,,98.04,61.96,79
,,,97.91,61.78,79
,,,98.05,61.56,79
,,,97.71,61.38,79
,,,97.98,61.24,79
,,,97.98,61.14,79
,,,97.98,61.05,79
,,,97.98,61.06,79
,,,98.03,61.12,79
,,,97.95,61.07,79
,,,97.55,60.91,79
,,,98.05,60.77,79
,,,97.55,60.67,79
,,,98.09,60.72,79
,,,97.87,60.76,79
,,,97.99,60.63,79
,,,98,60.64,79
,,,97.61,60.52,79
,,,98.08,60.35,79
,,,97.67,60.35,79
,,,98.08,60.23,79
,,,97.91,60.21,79
,,,97.91,60.11,79
,,,98.04,59.95,79
,,,97.56,59.96,79
,,,98.08,59.82,79
,,,97.78,59.75,79
,,,98.05,59.69,79
,,,98.02,59.51,79
,,,97.58,59.54,79
,,,98.11,59.53,79
,,,97.76,59.44,79
,,,98.08,59.45,79
,,,97.95,59.58,79
,,,97.69,59.67,79
,,,98.13,59.52,79
,,,97.7,59.58,79
,,,98.01,59.81,79
,,,98.05,59.92,79
,,,97.58,59.74,79
,,,98.24,59.94,79
,,,97.89,60,79
,,,97.76,60.27,79
,,,98.22,60.16,79
,,,97.62,60.11,79
,,,98.13,60.16,79
,,,98.01,60.11,79
,,,97.66,59.94,79
,,,98.21,59.82,79
,,,97.71,59.8,79
,,,97.97,59.54,79
,,,98.08,59.33,79
,,,97.56,59.25,79
,,,98.19,59.06,79
,,,97.85,59.04,79
,,,97.8,58.87,79
,,,98.1,58.72,79
,,,97.57,58.68,79
,,,98.15,58.61,79
,,,97.93,58.56,79
,,,97.8,58.4,79
,,,98.1,58.27,79
,,,97.58,58.01,79
,,,98.12,57.76,79
,,,97.87,57.55,79
,,,98.03,57.45,79
,,,97.94,57.2,79
,,,97.96,56.96,79
,,,97.97,56.83,79
,,,97.98,56.61,79
,,,97.98,56.59,79
,,,97.98,56.58,79
,,,98.01,56.6,79
,,,97.76,56.61,79
,,,98.05,56.62,82
,,,97.62,56.64,82
,,,97.93,56.56,82
,,,97.83,56.65,82
,,,97.9,56.65,82
,,,97.9,56.58,82
,,,97.93,56.48,82
,,,97.96,56.47,82
,,,97.98,56.37,82
,,,97.99,56.29,82
,,,97.98,56.3,82
,,,98,56.18,82
,,,98.02,56.12,82
,,,97.91,56.16,82
,,,97.97,56.12,82
,,,97.93,56.03,82
,,,97.97,56.06,82
,,,97.96,56.06,82
,,,97.98,56.07,82
,,,98,56.02,82
,,,98.01,56.01,82
,,,97.76,55.95,82
,,,97.98,55.99,82
,,,97.89,55.9,82
,,,97.93,55.9,82
,,,97.93,56.01,82
,,,97.92,56.01,82
,,,97.93,56.09,82
,,,97.94,56.01,82
,,,97.96,55.95,82
,,,97.98,55.94,82
,,,97.98,55.87,82
,,,97.99,55.87,82
,,,98,55.75,82
,,,98.02,55.71,82
,,,97.85,55.69,82
,,,97.99,55.72,82
,,,97.95,55.8,82
,,,97.98,55.82,82
,,,97.97,55.77,82
,,,98.01,55.78,82
,,,98.03,55.76,82
,,,97.94,55.82,82
,,,97.73,55.74,82
,,,97.9,55.67,82
,,,97.87,55.65,82
,,,97.9,55.55,82
,,,97.9,55.62,82
,,,97.93,55.58,82
,,,97.96,55.62,82
,,,97.97,55.67,82
,,,97.98,55.61,82
,,,97.99,55.48,82
,,,98.01,55.43,82
,,,98.02,55.35,82
,,,97.82,55.29,82
,,,97.98,55.28,82
,,,97.91,55.19,82
,,,97.96,55.1,82
,,,97.94,55.03,82
,,,97.97,55.01,82
,,,97.98,54.94,82
,,,97.98,54.94,82
,,,97.99,54.91,82
,,,98,54.79,82
,,,98,54.79,82
,,,98.01,54.73,82
,,,97.74,54.75,82
,,,97.98,54.75,82
,,,97.92,54.79,82
,,,97.95,54.77,82
,,,97.94,54.8,82
,,,97.95,54.76,82
,,,97.94,54.76,82
,,,97.93,54.81,82
,,,97.93,54.76,82
,,,97.94,54.71,82
,,,97.92,54.74,82
,,,97.91,54.73,82
,,,97.92,54.76,82
,,,97.9,54.79,82
,,,97.89,54.87,82
,,,97.87,54.93,82
,,,97.89,55.41,82
,,,97.94,55.93,82
,,,98,56.25,82
,,,97.64,56.43,82
,,,98.06,56.52,82
,,,97.63,56.63,82
,,,98.02,56.76,82
,,,97.95,56.8,82
,,,98.06,57.05,82
,,,97.81,57.37,82
,,,97.85,57.44,82
,,,97.96,57.65,82
,,,97.95,57.83,82
,,,98.02,57.96,82
,,,97.6,58.18,82
,,,98.1,58.4,82
,,,97.79,58.5,82
,,,97.99,58.63,82
,,,97.97,58.6,82
,,,98.07,58.61,82
,,,97.98,58.7,82
,,,97.49,58.82,82
,,,98.02,58.97,82
,,,97.95,58.91,82
,,,98.05,58.82,82
,,,97.63,58.88,82
,,,98.06,59.01,82
,,,97.96,59.26,82
,,,97.81,59.37,82
,,,97.99,59.3,82
,,,97.98,59.4,82
,,,98.02,59.58,82
,,,97.61,59.55,82
,,,98.04,59.45,82
,,,97.62,59.44,82
,,,98.06,59.51,82
,,,97.85,59.41,82
,,,98,59.23,82
,,,97.96,59.06,82
,,,98.01,58.9,82
,,,97.99,58.83,82
,,,98.01,58.85,82
,,,97.59,59.02,82
,,,98.03,59.5,82
,,,97.98,59.84,82
,,,98.01,59.94,82
,,,97.89,60.2,82
,,,98.03,60.42,82
,,,97.58,60.75,82
,,,98.08,61.08,82
,,,97.84,61.58,82
,,,97.98,61.55,82
,,,97.95,61.46,82
,,,97.94,61.19,82
,,,97.93,60.91,82
,,,97.89,60.78,82
,,,97.91,60.79,82
,,,97.89,60.76,82
,,,97.95,60.81,82
,,,97.93,60.91,82
,,,97.93,61.17,82
,,,97.97,61.38,82
,,,98,61.58,82
,,,97.99,61.66,82
,,,98.01,61.51,82
,,,97.99,61.45,82
,,,98.03,61.46,82
,,,98.02,61.58,82
,,,97.93,61.88,82
,,,97.98,62.29,82
,,,97.97,62.72,82
,,,97.96,62.89,82
,,,97.99,63.18,82
,,,97.99,63.35,82
,,,98.06,63.65,82
,,,97.82,64.03,82
,,,98.04,64.3,82
,,,97.89,64.69,82
,,,97.93,64.99,82
,,,97.9,65.09,82
,,,98.05,65.39,82
,,,97.74,65.62,82
,,,97.86,65.85,82
,,,97.7,65.97,82
,,,97.76,66.01,82
,,,97.8,65.95,82
,,,97.79,65.75,82
,,,97.6,65.68,82
,,,97.51,65.79,82
,,,97.51,65.89,82
,,,97.61,66.04,82
,,,97.55,66.16,82
,,,97.56,66.16,82
,,,97.63,66.24,82
,,,97.87,66.41,82
,,,98.19,66.45,82
,,,97.87,66.29,82
,,,97.97,66.12,82
,,,97.92,65.43,82
,,,97.99,65.03,82
,,,98.02,64.87,82
,,,97.92,65.42,82
,,,97.78,65.64,82
,,,97.79,65.86,82
,,,97.89,65.97,82
,,,98.16,66.09,82
,,,97.73,66.09,82
,,,97.98,66.01,82
,,,97.89,66,82
,,,97.94,65.93,82
,,,97.96,65.86,82
,,,98.01,65.93,82
,,,98.06,65.97,82
,,,97.97,65.66,82
,,,97.76,65.2,82
,,,98.04,64.93,82
,,,97.69,64.65,82
,,,98.03,64.33,82
,,,97.73,63.94,82
,,,98.09,63.61,82
,,,97.83,63.34,82
,,,98.08,63.1,82
,,,97.95,62.92,82
,,,97.92,62.74,82
,,,98.02,62.48,82
,,,97.73,62.26,82
,,,98.01,62.02,82
,,,97.91,61.88,82
,,,98.08,61.68,82
,,,97.79,61.66,82
,,,97.99,61.59,82
,,,97.97,61.56,82
,,,97.98,61.38,82
,,,98,61.12,82
,,,98.06,60.94,82
,,,97.82,60.77,82
,,,98,60.68,82
,,,97.96,60.44,82
,,,97.99,60.28,82
,,,98.01,60.11,82
,,,97.78,59.95,82
,,,98.02,59.83,82
,,,97.74,59.67,82
,,,98.06,59.58,82
,,,97.75,59.52,82
,,,98.06,59.37,82
,,,97.87,59.35,82
,,,98.04,59.08,82
,,,97.94,59.05,82
,,,97.96,58.81,82
,,,98,58.8,82
,,,97.77,58.74,82
,,,98.06,58.76,82
,,,97.72,58.75,82
,,,98.04,58.79,82
,,,97.88,58.74,82
,,,98.03,58.57,82
,,,97.78,58.67,82
,,,98.05,58.61,82
,,,97.85,58.62,82
,,,98,58.63,82
,,,97.98,58.64,82
,,,98.03,58.67,82
,,,97.85,58.53,82
,,,98.06,58.49,82
,,,97.95,58.37,82
,,,97.84,58.36,82
,,,98.03,58.47,82
,,,97.77,58.43,82
,,,98.02,58.31,82
,,,97.96,58.3,82
,,,98.02,58.2,82
,,,97.78,58.07,82
,,,98.06,58.03,82
,,,97.8,57.91,82
,,,98.03,57.76,82
,,,97.89,57.59,82
,,,98.02,57.59,82
,,,97.97,57.56,82
,,,98.05,57.45,82
,,,97.97,57.45,82
,,,97.84,57.44,82
,,,97.99,57.39,82
,,,97.99,57.34,82
,,,98.01,57.32,82
,,,97.96,57.15,82
,,,98.03,56.93,82
,,,97.77,56.94,82
,,,98.01,56.72,82
,,,97.99,56.65,82
,,,98.01,56.6,82
,,,98.01,56.52,82
,,,97.98,56.44,82
,,,98.03,56.35,82
,,,97.94,56.41,82
,,,97.98,56.3,82
,,,97.98,56.32,82
,,,98.01,56.24,82
,,,98.01,56.21,82
,,,98.03,56.29,82
,,,97.98,56.31,82
,,,97.87,56.42,82
,,,97.98,56.46,82
,,,97.93,56.41,82
,,,97.96,56.42,82
,,,98,56.56,83
,,,97.98,56.48,83
,,,98,56.32,83
,,,97.99,56.19,83
,,,98.01,56.09,83
,,,98.01,56.06,83
,,,97.98,55.99,83
,,,98.01,56.05,83
,,,97.98,56.01,83
,,,97.99,55.9,83
,,,98,55.99,83
,,,97.68,55.93,83
,,,97.99,56.01,83
,,,97.93,56.01,83
,,,97.97,55.93,83
,,,97.95,55.88,83
,,,97.97,55.89,83
,,,97.99,55.81,83
,,,98,55.89,83
,,,98.02,55.88,83
,,,97.76,55.82,83
,,,98.05,55.77,83
,,,97.83,55.74,83
,,,97.96,55.75,83
,,,97.9,55.67,83
,,,97.95,55.63,83
,,,97.95,55.65,83
,,,97.95,55.57,83
,,,97.95,55.47,83
,,,97.98,55.44,83
,,,97.96,55.43,83
,,,97.98,55.3,83
,,,97.98,55.3,83
,,,98,55.3,83
,,,98.01,55.39,83
,,,97.98,55.43,83
,,,98.02,55.29,83
,,,97.78,55.32,83
,,,98.01,55.26,83
,,,97.95,55.37,83
,,,97.98,55.49,83
,,,97.96,55.44,83
,,,97.99,55.42,83
,,,97.98,55.34,83
,,,98.01,55.41,83
,,,97.99,55.44,83
,,,98.01,55.37,83
,,,97.76,55.36,83
,,,98.04,55.34,83
,,,97.9,55.4,83
,,,98.01,55.34,83
,,,98,55.41,83
,,,98.02,55.36,83
,,,97.93,55.38,83
,,,97.97,55.36,83
,,,97.95,55.25,83
,,,97.95,55.32,83
,,,97.95,55.29,83
,,,97.96,55.21,83
,,,97.96,55.17,83
,,,97.96,55.08,83
,,,97.99,55.03,83
,,,97.98,54.99,83
,,,97.98,55.01,83
,,,97.98,55,83
,,,97.96,54.98,83
,,,97.95,55.01,83
,,,97.98,54.83,83
,,,97.95,54.78,83
,,,97.97,54.79,83
,,,97.97,54.69,83
,,,97.95,54.66,83
,,,97.93,54.64,83
,,,97.95,54.5,83
,,,97.91,54.41,83
,,,97.93,54.47,83
,,,97.93,54.42,83
,,,97.92,54.4,83
,,,97.93,54.45,83
,,,97.89,54.3,83
,,,97.9,54.22,83
,,,97.88,54.14,83
,,,97.89,54.06,83
,,,97.85,54.19,83
,,,97.86,54.22,83
,,,97.86,54.07,83
,,,97.85,54.14,83
,,,97.84,54.13,83
,,,97.82,54.25,83
,,,97.81,54.39,83
,,,97.79,54.46,83
,,,97.78,54.56,83
,,,97.75,54.6,83
,,,97.76,54.65,83
,,,97.74,54.73,83
,,,97.72,54.86,83
,,,97.69,55.04,83
,,,97.66,55.09,83
,,,97.66,55.27,83
,,,97.65,55.35,83
,,,97.63,55.58,83
,,,97.61,55.8,83
,,,97.58,55.91,83
,,,97.55,55.91,83
,,,97.55,56.02,83
,,,97.52,56.03,83
,,,97.52,56.08,83
,,,97.53,56.22,83
,,,97.5,56.37,83
,,,97.46,56.58,83
,,,97.41,56.73,83
,,,97.4,56.71,83
,,,97.41,56.68,83
,,,97.4,56.75,83
,,,97.4,56.95,83
,,,97.4,57.24,83
