GrouP28,,,,,
P1,P2,P3,P4,P5,PC
276.6620867,123.2,118,98.24,82.81,82
276.8599784,123.05,117.83,98.03,82.78,82
276.4211108,122.75,117.47,97.85,82.8,82
275.5057961,122.52,117.26,97.94,82.67,82
275.6428298,122.8,117.37,98.24,82.76,82
278.5746911,123.53,117.95,98.05,83.03,82
280.473536,123.92,118.44,97.71,83.29,82
279.3693169,123.83,118.63,98.07,82.82,82
277.6858827,123.53,118.44,98.22,82.84,82
277.0387626,123.03,118.06,97.92,82.62,82
277.5768507,122.95,117.8,97.87,82.33,82
278.0271776,123.13,117.78,97.95,82.46,82
278.7629168,123.36,117.92,98.09,82.29,82
278.3545335,123.25,118.03,98.1,82.09,82
278.9456468,123.13,117.88,97.82,82.02,82
278.9244636,123.24,118.05,97.93,82.01,82
279.2051241,123.36,118.13,98.11,81.76,82
278.7637359,123.33,118.18,98.09,81.96,82
278.6836702,123.23,118.16,97.96,81.98,82
278.5411442,123.03,118,97.84,81.82,82
277.8220835,122.96,117.87,98.09,81.67,82
278.3986173,123.1,117.97,98.14,81.54,82
279.8014382,123.22,118.07,97.84,81.52,82
279.4737318,123.19,118.01,97.92,81.53,82
277.6522095,122.89,117.79,98.17,81.46,82
277.6104102,122.81,117.61,98.15,81.43,82
279.0079593,122.97,117.64,97.91,81.48,82
279.6347542,122.99,117.73,97.71,81.46,82
278.1352656,122.86,117.65,98.06,81.39,82
278.0398578,122.85,117.53,98.24,81.15,82
278.2986753,122.78,117.47,97.95,81.41,82
278.5766056,122.74,117.44,97.83,81.37,82
278.2206842,122.7,117.31,97.9,81.45,82
277.5945267,122.71,117.24,98.19,81.36,82
277.3927585,122.53,117.16,98.11,81.15,82
277.9652362,122.34,116.81,97.76,81.19,82
276.6990512,122.17,116.72,97.92,81.24,82
276.2952309,122.22,116.7,98.16,81.19,82
276.4796536,122.16,116.57,98.11,81.09,82
277.1153965,122.19,116.61,97.92,81.12,82
277.6990431,122.23,116.52,97.86,81.06,82
276.4626616,122.17,116.45,98.12,81.22,82
276.1081663,122.11,116.4,98.12,81.31,82
276.2903549,121.98,116.32,97.87,81.36,82
276.4700339,122.03,116.25,97.9,81.4,82
276.0615852,122.06,116.21,98.1,81.39,82
275.3864093,121.99,116.24,98.14,81.51,82
276.402834,122.01,116.16,98,81.25,82
277.9378078,122.26,116.33,97.81,81.27,82
281.4280664,123.49,117.25,98.07,81.54,82
283.5232716,124.32,118.32,98.15,81.7,82
283.0005851,124.16,118.64,97.95,81.67,82
280.5763335,123.54,118.18,97.92,81.77,82
282.9603582,124.28,118.72,98.02,81.87,82
286.274996,125.44,119.97,98.16,81.99,82
287.5371931,125.85,120.7,98.05,82.05,82
286.4802473,125.46,120.82,97.77,81.98,82
284.4198979,125.13,120.62,97.99,82.02,82
283.5572203,125.1,120.54,98.18,82.18,82
282.7539389,124.69,120.41,98.04,81.8,82
281.8883491,124.23,119.92,97.9,81.62,82
280.7337031,123.84,119.43,97.9,81.57,82
280.5901426,123.89,119.19,98.13,81.56,82
280.0835381,123.62,118.96,98.12,81.25,82
278.750835,122.87,118.44,97.78,80.89,82
278.1324867,122.88,118.21,97.95,81.19,82
280.9092992,123.85,119.01,98.25,81.12,82
272.1077033,121.18,117.99,97.95,79.94,82
255.7095257,116.53,115.01,97.8,78.9,82
255.8962653,116.11,113.06,97.99,78.74,82
259.8085509,116.82,112.69,98.12,78.45,82
298.53,116.57,112.21,97.98,77.88,82
262.267314,116.92,112.17,98.09,77.63,82
264.6531279,117.36,112.41,97.98,77.46,82
265.5279975,117.59,112.6,97.94,77.53,82
265.4408339,117.57,112.52,97.99,77.49,82
272.1811522,117.89,112.55,98.03,77.25,83
273.0086991,118.16,112.64,98.1,77.34,83
273.2633876,118.11,112.61,98.01,77.22,83
273.2723005,118.09,112.54,98.02,77.19,83
274.2283894,118.22,112.54,97.96,77.09,83
298.06,118,112.52,98.07,76.88,83
275.1807115,118.25,112.68,98.01,76.31,83
276.7445787,118.77,113.22,98.02,76.44,83
275.8492965,118.49,113.03,97.88,76.6,83
275.1813797,118.44,112.89,98.03,76.7,83
275.452111,118.46,112.89,98.04,76.56,83
274.5029856,118.25,112.7,98.04,76.69,83
274.2560114,117.99,112.37,97.89,76.62,83
274.264708,117.98,112.31,98.03,76.34,83
274.8586216,118.08,112.31,98.05,76.22,83
273.5159417,117.87,112.18,98.09,76.48,83
274.8221272,117.86,112.11,97.82,76.19,83
272.9591502,117.56,111.92,97.99,76.29,83
272.6049798,117.43,111.65,98.06,76.2,83
271.5429574,117.29,111.55,98.2,76.26,83
272.4205361,117.23,111.34,97.96,76.16,83
272.4801973,117.22,111.34,97.93,76.15,83
272.355122,117.25,111.29,98,76.23,83
274.9788678,117.96,111.77,98.03,76.27,83
277.6196315,118.83,112.47,98.1,76.54,83
279.2953614,119.32,113.04,98.01,76.68,83
279.2648903,119.43,113.3,97.99,76.87,83
279.884341,119.5,113.41,97.98,76.6,83
286.14,118.35,112.86,97.88,75.73,83
290.15,117.74,112.84,98,75.22,83
289.01,117.22,112.59,97.98,74.29,83
297.66,116.81,112.2,97.9,73.8,83
297.25,116.88,112.1,97.98,73.66,83
275.3470477,117.47,112.59,98.04,73.67,83
297.54,117.73,113.12,98.03,73.35,83
299.84,117.71,113.12,98,73.12,83
298.69,117.66,113.09,98.02,73.06,83
298.56,117.54,113.17,98.03,73.17,83
297.21,117.38,113.07,97.98,73.11,83
295.32,117.09,112.93,97.99,73.06,83
295.09,116.91,112.72,97.97,73.3,83
294.31,116.81,112.62,97.96,73.22,83
293.05,116.77,112.55,97.99,73.2,83
292.78,116.75,112.48,97.99,73.42,83
293.17,116.55,112.36,98.03,73.27,83
293.36,116.59,112.25,98.02,73.23,83
294.28,116.69,112.23,97.98,73.31,83
294.42,116.89,112.41,97.99,73.43,83
293.9,117.03,112.56,98,73.24,83
293.05,117.11,112.76,98.02,73.41,83
291.63,117.09,112.82,98.03,73.35,83
293.01,116.85,112.58,98.11,73.18,83
292.93,116.81,112.61,97.99,73.18,83
294.23,116.86,112.62,98.02,72.93,83
294.31,116.88,112.66,98.01,72.63,83
295.01,116.96,112.66,98.01,72.46,83
295.66,116.95,112.72,98.03,72.15,83
295.82,116.94,112.73,98.05,72,83
296.12,116.95,112.72,97.99,71.97,83
297.09,116.93,112.79,97.98,71.92,83
297.83,117.04,112.76,97.98,71.86,83
298.07,117.12,112.81,97.98,71.71,83
296.79,117.01,112.86,97.98,71.95,83
297.19,116.79,112.69,98.01,71.54,83
297.5,116.71,112.55,98.02,71.48,83
297.71,116.66,112.43,98.04,71.24,83
298.12,116.72,112.42,98.03,71.31,83
298.85,116.78,112.42,98.01,71.24,83
298.55,116.84,112.48,97.86,71.54,83
299.14,116.97,112.56,98.01,71.76,83
298.39,117.06,112.6,98.06,71.92,83
299.44,117,112.66,98.02,71.57,83
298.17,117.06,112.68,98.05,72.08,83
297.81,117.11,112.85,98.03,71.94,83
298.55,117.04,112.73,98.03,71.75,83
298.66,117.06,112.7,98.02,71.88,83
298,117.15,112.78,97.98,72.15,83
297.6,117.03,112.71,97.98,72.01,83
298.75,116.88,112.61,98.01,71.94,83
298.65,116.98,112.53,98.01,71.72,83
299.37,117.1,112.72,98.05,72.02,83
299.38,117.2,112.86,98.04,72.07,83
299.81,117.23,112.86,97.99,71.84,83
299.48,117.25,112.87,97.97,71.89,83
299.95,117.34,113.04,97.97,72.18,83
299.41,117.35,113.06,97.97,72.09,83
298.64,117.35,113.09,97.96,72.39,83
298.13,117.36,113.17,98,72.27,83
296.97,117.47,113.28,98,72.37,83
295.51,117.45,113.2,97.98,72.44,83
294.83,117.54,113.28,98.01,72.46,83
293.06,117.51,113.36,98,72.49,83
290.61,117.49,113.32,98,72.57,83
286.44,117.63,113.42,98.09,72.56,83
282.39,117.63,113.48,98,72.45,83
280.75,117.45,113.35,98.01,72.74,83
278.19,117.26,113.2,97.98,72.86,83
269.56,117.12,113.2,97.95,72.78,83
253.76,116.76,112.87,97.97,72.58,83
236.55,116.02,112.39,97.99,72.17,83
220.32,115.43,111.67,97.96,71.85,83
210.17,115.04,111.22,97.97,71.92,83
203.03,115.13,110.91,98.02,71.65,83
269.9753914,115.27,110.96,98.05,71.58,83
270.4386636,115.24,111.03,98,71.21,83
207.19,114.92,110.84,97.98,70.56,83
218.52,114.93,110.62,97.97,70.31,83
221.29,115.02,110.53,98.01,69.8,83
221.78,114.71,110.28,98.04,69.99,83
218.8,115,110.34,98.07,70.24,83
213.6,115.55,110.87,98.03,70.24,83
219.74,115.59,111.13,97.99,70.48,83
257.89,115.94,111.32,97.99,71.36,83
262.95,117.24,112.21,98.02,72.08,83
262.08,118.13,113.12,97.99,72.45,83
254.97,118.4,113.63,98.01,72.86,83
238.57,118.46,113.97,97.96,73.35,83
221.66,118.13,113.82,98.02,73.42,83
216.34,117.98,113.5,97.98,73.18,83
212.06,118.11,113.69,98.02,73.12,83
211.51,117.94,113.61,97.99,73.28,83
218.52,117.66,113.34,98.03,73.21,83
222.8,117.39,113.08,97.96,73.18,83
231.29,117.02,112.71,97.97,72.85,83
231.99,117,112.52,98.04,73,83
231.95,116.99,112.48,98.03,73.3,83
228.22,117.03,112.46,98.02,73.63,83
227.82,117.03,112.47,98.04,73.81,83
228.05,117.2,112.59,98,73.64,83
236.68,117.31,112.44,98.04,73.69,83
238.11,117.7,112.69,98.02,73.69,83
238.14,118.01,112.87,97.93,74.04,83
236.77,118.28,113.22,97.93,74.01,83
238.41,118.39,113.4,97.99,73.93,83
240.26,118.24,113.39,97.98,74.1,83
243.67,118.38,113.49,98.02,74.44,83
235.21,118.69,113.84,98.08,74.4,83
226.92,118.45,114.03,98.03,74.24,83
220.98,118.03,113.76,98,74.13,83
211.56,117.71,113.56,97.98,73.95,83
200.11,117.18,113.2,97.92,74.48,83
270.6397309,116.79,112.76,97.88,74.84,83
269.9256151,116.54,112.38,97.87,74.87,83
270.1955735,116.61,112.17,97.98,74.87,83
269.9617182,116.68,112.05,98.02,75.28,83
269.9023516,116.68,112.06,97.94,75.48,83
270.1488618,116.73,112.04,97.97,75.43,83
268.9770475,116.46,111.98,97.97,75.4,83
269.1689288,116.49,111.88,98.03,75.33,83
268.9651638,116.6,111.92,98.14,75.56,83
270.0187042,116.7,111.87,97.99,75.53,83
270.0092,116.71,111.97,97.99,75.48,83
269.1873837,116.64,111.94,98.06,75.69,83
269.2869229,116.56,111.82,97.95,75.7,83
270.5331071,116.86,112.02,97.88,75.8,83
273.6274063,117.74,112.78,98.05,75.53,83
274.7929227,118.21,113.46,98.09,75.58,83
275.2829,118.52,113.89,98.04,75.98,83
275.6846736,118.65,114.1,97.98,76.07,83
274.9831938,118.65,114.27,97.94,76.48,83
274.6815724,118.73,114.45,97.9,76.87,83
273.9397134,118.72,114.49,97.96,77.18,83
272.8718368,118.67,114.59,98,77.57,83
272.4311492,118.61,114.5,98.04,77.67,83
271.6789251,118.57,114.59,98.05,77.95,83
271.4461045,118.58,114.62,98.09,78.03,83
271.22131,118.36,114.43,98.04,77.74,83
271.8930603,118.38,114.43,97.93,77.58,83
273.0715556,118.59,114.42,97.95,77.43,83
272.468644,118.39,114.27,97.87,77.49,83
269.069753,118.55,114.27,99.22,77.48,83
270.0430641,118.9,114.78,99.08,77.8,83
269.8963878,119.03,115.19,99.16,77.79,83
269.4125859,118.99,115.36,99.04,78.09,83
268.5602737,118.78,115.43,98.97,78.07,83
267.2272105,118.65,115.57,99.14,78.07,83
267.4905602,118.76,115.78,99.07,78.21,83
266.9942143,118.71,115.82,99.06,78.37,83
265.535382,118.49,115.75,98.94,78.96,83
202.13,118.2,115.59,98.96,78.25,83
203.43,118,115.2,98.91,78.47,83
210.72,117.83,114.9,98.88,78.92,83
222.43,118.06,114.93,98.97,78.94,83
225.54,118.78,115.17,99.03,79.23,83
224.78,119.3,115.82,99,79.22,83
227.43,119.56,116.03,99.04,79.17,83
231.31,119.4,116,98.92,78.94,83
229.89,119.23,115.89,98.97,79.19,83
228.86,118.96,115.68,98.99,78.69,83
233.74,118.87,115.45,99.04,78.92,83
245.01,119.12,115.51,99.03,79.12,83
268.65,120.04,116.1,99.02,78.59,83
279.87,121.56,117.27,99.04,79.07,83
296.02,122.35,117.88,99,79.23,83
284.0454225,122.23,118.15,98.83,76.66,83
293.3837891,123.43,118.77,99.29,72.7,83
300.7160563,124.8,120.12,98.8,72.01,83
299.3342015,124.45,120.12,98.88,71.64,83
297.375564,124.4,120.18,99.31,71.85,83
297.7538739,124.65,120.72,99,72.58,83
296.9988505,124.6,120.83,98.93,72.98,83
294.8061379,124.06,120.6,98.98,72.81,83
292.8032653,123.76,120.38,98.98,73.39,83
291.8092524,123.77,120.44,99.03,73.94,83
290.9478825,123.9,120.63,99.13,74.57,83
290.9608809,124.28,120.92,99.15,75.5,83
291.1113848,124.1,120.7,98.93,75.47,83
281.0690509,121.04,118.96,98.85,74.04,83
295.69,117.16,116.04,98.96,72.48,83
289.34,115.23,113.72,98.86,71.19,83
285.51,114.13,112.3,98.98,70.79,83
283.89,113.57,111.23,98.98,70.25,83
281.67,113.59,110.68,98.96,70.28,83
281.79,113.56,110.32,98.95,70.31,83
280.02,113.67,110.07,98.97,70.03,83
279.65,113.7,110,98.98,70.12,83
278.42,113.83,109.98,98.96,70.48,83
278.17,113.98,109.9,98.94,70.28,83
278.04,114.15,110.03,98.97,70.31,83
277.11,114.35,110.11,99,70.12,83
277.12,114.45,110.24,99.02,70.02,83
276.37,114.38,110.35,99.03,69.71,83
276.64,114.48,110.41,99.02,69.74,83
276.32,114.4,110.24,99.02,69.91,83
276.26,114.32,110.23,98.99,69.97,83
277.71,114.37,110.22,98.96,69.48,83
276.84,114.38,110.25,98.97,69.81,83
274.43,114.32,110.19,98.94,69.53,83
274.44,114.43,110.16,99.02,69.29,83
274.65,114.1,110,98.99,69.84,83
276.63,114.12,109.8,98.95,69.63,83
277.32,114.47,110.06,98.97,69.63,83
277.29,114.89,110.4,99,69.71,83
276.79,115.05,110.74,99.03,70.04,83
276.79,115.14,110.94,99.03,70.17,83
276.69,115.17,111.05,99.06,70.09,83
276.64,115.16,111.03,99.01,70.16,83
276.27,115.22,111.05,98.99,70.36,83
275.83,115.05,111.05,98.95,69.93,83
295.7,115.24,111.06,98.98,70.32,83
273.1223899,116.85,112.05,99,71.62,83
280.4275931,119.3,113.81,99.03,73.01,83
282.8911211,120.24,114.91,99.03,73.42,83
286.4978363,121.55,116.12,99.04,74.14,83
287.0691713,122.2,117.42,99.07,74.65,83
289.3608418,122.82,117.81,99.03,74.85,83
288.9313071,122.9,118.22,99.01,75.08,83
287.5903755,122.53,118.17,99.01,74.83,83
286.3155533,122.32,118.26,99.03,74.89,83
285.2544329,122.16,118.26,99.03,75.09,83
285.3461402,122.49,118.63,99.07,75.69,83
285.9791187,122.83,118.94,99.09,76.05,83
285.7420022,122.89,119.03,99.06,76.39,83
285.1479322,122.79,118.99,99,76.63,83
285.4127394,122.74,118.99,98.97,76.35,83
284.8593722,122.66,118.92,98.95,76.57,83
284.5443984,122.52,118.84,98.94,76.42,83
283.0657649,122.4,118.92,98.97,76.9,83
282.7886936,122.35,118.89,98.99,76.91,83
282.7288221,122.28,118.93,98.96,76.75,83
282.251618,122.19,118.92,98.96,76.79,83
281.973838,122.13,118.89,98.96,76.81,83
281.6893811,122.1,118.92,98.95,76.9,83
282.1231954,122.17,118.92,98.98,76.77,83
282.115911,122.21,118.89,99,76.89,83
282.180777,122.15,118.97,98.99,76.6,83
282.2185003,122.12,118.93,99.01,76.47,83
281.6549433,122.06,118.85,99,76.75,83
281.8373174,122.05,118.8,98.98,76.68,83
282.5461908,122.07,118.71,99.01,76.28,83
282.2080761,122.04,118.7,99.02,76.4,83
282.7328254,122.08,118.74,99,76.18,83
282.4237808,121.9,118.59,98.97,76,83
281.6693828,121.87,118.59,99.02,76.31,83
282.8731957,122.11,118.81,99,76.12,83
283.5393566,122.26,119,98.97,76.05,83
283.4423492,122.16,118.9,98.96,75.9,83
282.4529442,121.81,118.65,99,75.57,83
281.6813626,121.33,118.25,98.96,74.97,83
280.535065,121,117.76,98.96,75.11,83
280.8192052,120.96,117.5,98.94,75.06,83
281.5785211,121.01,117.44,98.94,74.76,83
282.0553563,121.18,117.57,98.98,74.79,83
283.3172518,121.4,117.66,98.97,74.59,83
283.0795091,121.42,117.76,98.95,74.77,83
283.5398896,121.53,117.82,98.97,74.72,83
283.7233953,121.51,117.84,98.99,74.47,83
283.8133943,121.49,117.86,98.95,74.41,83
,121.62,117.86,98.97,74.71,
,121.41,117.81,98.97,74.83,
,121.25,117.67,98.97,74.92,
,121.12,117.6,99.06,74.99,
,121.05,117.49,99.04,74.94,
,120.89,117.33,99.01,74.9,
,120.95,117.25,99.03,74.8,
,121.45,117.62,99,75.33,
,122.11,118.24,99,75.51,
,122.45,118.83,99.01,75.6,
,122.25,118.84,99,75.79,
,121.89,118.57,98.97,75.55,
,121.65,118.3,98.94,75.48,
,121.64,118.19,98.98,75.1,
,121.72,118.22,98.97,74.96,
,121.68,118.15,99,75.17,
,121.67,118.14,99.04,75.31,
,121.61,118.12,99.06,75.37,
,121.69,118.05,99.01,75.37,
,121.79,118.08,99,75.36,
,122.1,118.36,99.02,75.22,
,122.5,118.77,99.03,75.3,
,122.71,119.11,99.01,75.14,
,122.88,119.36,99.03,74.7,
,122.91,119.53,98.99,75.4,
,122.96,119.53,99.01,75.43,
,122.97,119.54,99.02,75.41,
,122.78,119.37,99.03,75.43,
,122.58,119.27,99.02,75.66,
,122.54,119.21,99,75.59,
,122.5,119.22,98.99,75.55,
,122.63,119.34,98.98,75.51,
,122.77,119.41,98.98,75.49,
,122.72,119.44,98.96,75.6,
,122.72,119.44,98.97,75.25,
,122.79,119.49,98.99,74.76,
,122.81,119.5,99.01,74.72,
,122.85,119.55,99.03,74.57,
,122.78,119.59,99.04,74.66,
,122.54,119.34,99.02,74.45,
,122.3,119.1,99.03,74.34,
,122.1,118.8,99.02,74.37,
,121.91,118.53,99.02,74.02,
,121.89,118.48,99.03,73.98,
,121.83,118.3,98.96,73.81,
,121.88,118.33,99,73.77,
,122.05,118.39,99.04,73.9,
,122.18,118.59,99,73.77,
,122.34,118.67,99.04,73.97,
,122.46,118.85,99.04,73.54,
,122.59,118.97,99.02,74.09,
,122.61,119.01,99.02,74.13,
,122.62,118.99,99.03,73.96,
,122.63,119.05,99,74.14,
,122.75,119.17,98.97,74.52,
,122.8,119.26,98.95,74.54,
,122.76,119.29,98.97,74.71,
,122.76,119.3,98.99,74.69,
,122.76,119.31,99.01,74.47,
,122.79,119.25,98.92,74.22,
,122.75,119.21,98.96,74.81,
,122.77,119.28,99.03,74.7,
,122.92,119.37,98.99,74.49,
,122.95,119.39,98.98,74.57,
,123.06,119.54,99,74.35,
,123.08,119.53,99,74.14,
,123.1,119.48,99.01,74.05,
,123.05,119.5,99.06,74.19,
,123.09,119.62,99.04,74.17,
,123.15,119.6,99.02,73.85,
,123.19,119.62,98.99,73.66,
,123.17,119.65,98.96,73.61,
,123.24,119.7,98.97,73.49,
,123.21,119.69,98.99,73.24,
,123.34,119.72,98.98,73.24,
,123.19,119.72,98.96,73.19,
,123.13,119.52,98.95,73.49,
,123.07,119.51,98.93,73.52,
,123.01,119.45,98.93,73.55,
,123.08,119.46,98.93,73.61,
,123.13,119.47,98.97,73.84,
,123.16,119.45,99.03,73.8,
,123.2,119.52,99.04,73.77,
,123.17,119.61,99.04,73.89,
,123.24,119.59,99.07,74.26,
,123.21,119.54,99.02,74.09,
,123.22,119.57,98.99,74.07,
,123.33,119.61,98.98,74.27,
,123.37,119.67,98.94,74.34,
,123.35,119.64,98.96,74.2,
,123.42,119.69,98.98,74.41,
,123.44,119.69,98.98,74.64,
,123.44,119.75,98.95,74.71,
,123.45,119.81,98.94,74.66,
,123.56,119.83,99.04,74.57,
,123.59,119.87,99.01,74.9,
,123.53,119.9,99.01,75.15,
,123.57,119.88,99.01,75.15,
,123.61,119.86,99,75.02,
,123.68,119.93,99.09,74.95,
,123.73,119.99,99.06,75.2,
,123.7,120.01,99.04,75.14,
,123.68,119.89,99.04,75.24,
,123.67,119.88,99.01,75.17,
,123.8,119.88,99.04,75.23,
,124,120.12,98.98,75.59,
,124.33,120.36,98.94,75.67,
,124.61,120.62,98.97,75.75,
,124.8,120.81,99.01,75.47,
,124.91,121.05,99.02,75.8,
,124.89,121.14,99.03,75.65,
,124.94,121.19,99.07,75.44,
,124.77,121.12,99.04,75.55,
,124.8,120.96,99.04,75.49,
,124.73,120.98,99.02,75.95,
274.35,124.59,120.98,99,75.96,
262.91,121.07,119.02,98.88,74.13,
268.49,119.34,117.23,98.86,73.16,
266.14,118.9,116.46,99.09,72.78,
270.68,118.79,116.04,99.03,72.64,
239.89,118.44,115.78,98.97,72.08,
240.04,116.57,114.43,98.99,70.92,
237.89,114.05,112.32,98.98,71.28,
231.31,113.62,110.77,98.98,71.5,
225.92,113.75,110.05,98.99,71.82,
226.55,113.75,109.76,98.97,71.58,
234.01,114.06,109.64,98.93,71.39,
234.67,115.42,110.42,99.01,71.93,
230.12,116.9,112.05,99.02,72.09,
229.54,117.28,112.94,98.95,71.97,
228.29,116.9,112.94,99,71.73,
231.55,116.67,112.63,99.02,71.76,
229.59,116.82,112.62,98.99,71.73,
229.57,116.97,112.68,99.04,71.85,
226.7,117.12,112.86,99.04,71.36,
222.76,117.05,112.9,99.02,71.2,
224.71,116.95,112.78,99.03,71.11,
234.36,116.86,112.76,98.98,71.36,
243.37,117.62,113.15,99.01,72.06,
236.97,118.48,114.06,99.05,72.65,
236.57,118.76,114.66,99,72.78,
233.08,118.53,114.78,98.99,72.95,
227.9,118.27,114.59,99,73.54,
222.4,118.29,114.46,99.01,73.82,
215.79,118.31,114.49,99.04,73.63,
212.81,118.3,114.41,99.05,73.78,
205,118.07,114.33,99.01,73.75,
201.37,117.75,114.01,99.01,73.72,
,117.44,113.67,98.98,73.5,
,117.35,113.4,99.02,73.34,
,117.22,113.26,99.05,73.38,
,117.09,113.03,98.98,73.13,
,117.15,112.96,99.01,72.86,
,117.08,112.98,98.99,72.96,
211.05,117.33,113.09,99,73.17,
204.42,118.44,114.13,98.98,73.3,
219.6,119.06,114.93,98.95,73.33,
211.88,119.44,115.6,99,73.41,
204.63,119.05,115.36,98.99,73.7,
202.87,118.6,114.92,98.99,73.47,
202.2,118.41,114.73,99.07,73.48,
,118.61,114.77,99,73.91,
,118.77,115.03,98.98,73.96,
,118.69,115.05,98.94,74.16,
,118.71,115.11,98.99,74.3,
,118.71,114.97,99,74,
202.43,118.57,114.92,98.97,74.11,
,118.51,114.83,98.98,74.01,
,118.49,114.75,98.98,74.14,
,118.38,114.69,99.05,74.41,
,118.22,114.56,99.04,74.01,
,118.17,114.52,98.97,74.39,
,118.17,114.41,99,73.96,
,118.14,114.5,99.12,74.37,
,118.4,114.63,99.03,74.63,
,118.78,114.98,99.02,74.9,
,118.83,115.2,98.99,74.79,
,118.78,115.27,98.98,74.51,
,118.71,115.11,98.93,74.08,
,118.66,115.06,98.96,73.54,
,118.57,115.01,98.97,73.8,
,118.57,114.97,99.01,73.91,
200.54,118.61,114.92,98.95,73.9,
200.45,118.77,115.06,98.97,74.45,
200,118.75,115.13,98.98,74.93,
,118.64,115.1,98.93,74.92,
,118.61,114.97,98.96,74.63,
210.4,118.65,114.98,99.01,74.29,
217.95,118.8,115.12,98.99,74.62,
218.17,118.78,115.18,98.95,74.91,
223.36,118.89,115.3,98.96,74.92,
238.32,119.45,115.61,98.99,75.33,
236.59,120.03,115.83,99.07,75.49,
240.99,121.01,116.6,99.08,75.57,
234.04,121.36,117.1,99.04,75.32,
229.7,121.16,117.12,99.03,75.6,
230.13,120.65,116.77,98.99,75.67,
226.11,120.49,116.7,99.01,75.3,
229.41,120.57,116.87,99.01,74.85,
230.23,120.78,116.95,99.03,75.24,
232.56,120.53,116.68,98.97,75.04,
236.43,120.42,116.42,99.03,74.72,
239.61,120.43,116.36,98.99,74.37,
242.61,120.3,116.25,98.97,74.14,
248.01,120.41,116.16,98.96,74.15,
252.46,120.33,116.12,98.97,74.57,
257.25,120.32,116.07,99,74.81,
262.5,120.47,116.13,99.02,74.8,
264.38,120.88,116.37,99.04,74.86,
265.76,121.15,116.86,98.99,74.91,
268.21,121.25,117.1,99,75.22,
268.82,121.24,117.1,98.96,75.17,
268.67,121.21,117.21,99,75.04,
269.6,121.25,117.21,99.04,74.99,
272.85,121.3,117.24,99.04,74.63,
274.68,121.33,117.31,99.06,75.06,
276.85,121.26,117.25,99.01,75.06,
279.46,121.05,117.14,98.99,75.21,
281.41,120.97,116.95,98.96,75.02,
282.35,120.96,117,98.99,75.12,
280.77,120.94,116.95,99.03,74.5,
281.81,120.93,116.9,99.05,74.31,
280.91,120.97,116.95,98.99,74.02,
282.52,121.1,117.08,99.04,74.06,
277.68,121.19,117.17,98.99,74,
281.08,121,117.03,99,74.39,
281.23,120.73,116.89,98.99,74.15,
283.75,120.57,116.63,98.98,73.95,
288.07,120.61,116.55,99,74.27,
285.77,120.66,116.66,99,74.44,
287.25,120.6,116.55,98.97,74.17,
287.61,120.69,116.55,98.98,74.43,
289.43,120.7,116.58,98.97,74.49,
291.48,120.78,116.7,98.95,74.44,
293.78,120.94,116.78,98.98,74.47,
292.71,121.23,117.09,98.99,74.31,
295.5,121.33,117.28,99.01,74.71,
294.66,121.36,117.4,99.04,74.48,
295.05,121.36,117.4,98.98,74.55,
295.7,121.31,117.37,99.01,74.38,
295.54,121.27,117.37,99.01,74.96,
295.43,121.22,117.39,99.01,74.57,
295.18,121.32,117.38,98.99,74.48,
295.14,121.33,117.44,98.96,74.23,
297.49,121.46,117.55,98.95,74.25,
295.74,121.54,117.63,99.03,74.41,
296.69,121.53,117.65,98.98,74.19,
297.43,121.55,117.68,98.98,74.16,
295.53,121.62,117.78,98.99,74.31,
293.75,121.55,117.75,99,74.21,
291.52,121.23,117.49,98.99,74.07,
290.43,120.41,116.84,99.03,73.76,
290.49,119.86,116.08,98.99,73.42,
291.21,119.6,115.64,99.04,73.12,
289.35,119.59,115.35,98.99,73.22,
289.91,119.71,115.36,99.02,73.31,
289.29,119.61,115.25,99.03,73.39,
287.07,119.45,115.12,99.01,73,
288.97,119.33,114.95,99.01,72.92,
289.3,119.36,114.95,98.96,72.77,
287.77,119.37,114.88,98.96,72.77,
288.41,119.32,114.86,98.98,72.88,
288.83,119.16,114.63,99,72.77,
288.56,119.19,114.59,99.05,73.22,
292.75,119.21,114.54,99.01,73.32,
293.87,119.87,115.06,99.03,73.81,
292.67,120.5,115.85,99.03,74.13,
291.55,120.82,116.35,99.02,74.31,
292.79,120.81,116.57,99.06,74.36,
291.86,120.71,116.55,99.03,74.4,
291.15,120.67,116.45,98.98,74.48,
291.73,120.58,116.51,99,74.39,
291.63,120.59,116.52,99.02,74.68,
292.03,120.6,116.46,99.03,74.78,
292.05,120.52,116.42,99.04,74.83,
291.77,120.56,116.39,98.98,74.66,
291.87,120.47,116.33,99.01,74.97,
290.69,120.42,116.25,99,74.71,
291.94,120.34,116.19,98.99,74.94,
293.5,120.37,116.19,99.03,74.93,
292.49,120.45,116.25,98.99,74.82,
291.71,120.41,116.26,99.03,74.7,
291.24,120.36,116.26,98.99,74.53,
290.92,120.15,116.08,98.97,74.42,
292.46,119.95,115.83,99,74.44,
290.39,119.93,115.69,99.04,74.52,
291.1,119.8,115.61,98.98,74.44,
291.41,119.73,115.53,99.02,74.47,
290.55,119.73,115.38,99.03,74.6,82
291.13,119.66,115.4,99.02,74.31,82
290.93,119.61,115.31,99.03,74.29,82
290.28,119.57,115.25,98.98,74.35,82
289.07,119.56,115.27,98.94,74.34,82
